縣市,使照序號,公寓大廈名稱,行政區,地址,戶數,管理組織型態,建物型態,重劃區標記,資料來源
桃園市,,嘉景特區,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,綠境別墅社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,高技廠辦管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,愛爾寶管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,皇廷社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,國際雙星社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,縣府首馥社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,豐達謙邑社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,龍安商業大樓管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,龍安大廈管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,領袖社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,龍安大廈,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,雙星報喜公寓大廈管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,竹城福岡,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,金龍玉安管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,桃大富邑社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,青天花園大廈,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,來鑫天下大樓,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,必富邑C區社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,必富邑B區社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,廿一世紀A區公寓社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,爵士悅社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,宜誠悅寶社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,宜誠爵士悅社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,龍泉社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,福麗舍大廈,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,維德大樓管理負責人:游永德,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,必富邑Ｅ區社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,必富邑A區社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,必富邑國宅G區,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,夏威夷公寓大廈管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,龍之鄉社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,必富邑D區,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,必富邑F區,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,達文西社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,拉斐爾社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,新帝標社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,閱讀萊茵公寓大廈管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,典藏龍邸公寓大廈,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,文中藝墅,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,鼎好別墅,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,麒麟荷鄉社區住戶,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,宏國真愛F區,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,宏國真愛E區,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,溫莎小鎮,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,宏國真愛C區,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,瓏祥公寓大廈管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,英堡禮玉苑大樓管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,雅園公寓大廈,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,成功獻瑞,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,傳世帝寶社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,桃園新都,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,唐寧街,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,桃園市公園麗景管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,富立京華大樓,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,富貴花園管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,森活SMART公寓大廈,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,力天璞石社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,香榭別墅,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,中悅御之苑社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,中悅一品社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,日鼎苑社區管理負責人,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,椰林書鄉社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,青春美地社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,羅丹我的家B、C區,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,紫町鄉B區社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,紫町鄉C區社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,紫町鄉A區管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,寶山昌龍社區管理負責人,桃園區,,0,,社區,寶山,前次彙整(2026-08)
桃園市,,寶山名邸社區,桃園區,,0,,社區,寶山,前次彙整(2026-08)
桃園市,,臻星社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,寶山坊公寓大廈管理負責人,桃園區,,0,,大樓,寶山,前次彙整(2026-08)
桃園市,,羅丹我的家A區,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,百川哲禮公寓大廈,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,璞墅社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,寶有社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,羅丹三期管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,藝文典藏家管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,昇捷臻品社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,福太別墅,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,富榮名園,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,百川綠晶社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,寶慶富家管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,台北桃源社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,中國江山社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,日昇大道社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,松語墅社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,南方庭園社區,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,昭揚君匯社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,慈祐管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,國竣名廈管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,桃園春日館管理負責人,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,擎天匯社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,京上澄管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,全漢研發大樓管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,快樂學園社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,悅龍莊社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,和居社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,府上社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,三橋管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,明築向陽社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,早安藝文管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,侑格透天別墅社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,春日傳世管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,陸昇威登II社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,美好社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,京城明珠管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,合輝雲門社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,昭揚家社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,大三民公寓大廈管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,大智?社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,麗捷NEW ONE社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,森鄰物語社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,天闊社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,吉斯管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,中央社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,首安公寓大廈管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,新郭合豐大樓管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,中悅中央公園社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,國際珍鑽管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,尊暘安社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,星星大樓管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,晟弘大樓管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,濠悅大樓管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,芙蓉匯社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,東堡溫莎管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,群都3社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,鴻築微風社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,禮享城社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,慧記順豐管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,東陞大樓管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,國際?極社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,馥境社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,鎮源別館管理負責人,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,華爾道夫社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,星光匯社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,加輻社區管理負責人,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,鎮海大廈管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,中島美家社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,企業勳章大廈管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,吳培甄管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,吳平安管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,騰藝公寓大廈管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,竹城祥鶴社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,自遊人時上區社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,純境之天玉晴山社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,武陵華廈管理負責人,桃園區,,0,,華廈,,前次彙整(2026-08)
桃園市,,合雄APPLE社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,昭揚君鼎社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,永聆靚心公寓大廈管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,鴻灃ART社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,大華名廈管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,國際陶園管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,福太閣廈大樓管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,格林公園社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,晴悅社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,川圓管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,國泰賦都社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,世中心社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,中悅麗舍花園社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,同安逸品管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,權視界社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,市府采舍社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,瑞御首席社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,竹城真鶴社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,合展好市社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,布爾喬亞公園墅社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,愛上藝文社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,寬域社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,鎮海樓管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,和發天鑽社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,京澄園朗社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,中路逸品管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,澄舍社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,慕?微風社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,璟都柏悅社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,心悅社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,松下經貿樓管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,尚固傳家社區大樓管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,仁厚傳世社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,官邸豐華社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,御景公寓大廈管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,鉅慶名鑄社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,德鄰社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,富疆社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,水秀逸軒社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,璞樂社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,朝陽社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,陽明NEW1廠辦管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,新捷市社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,紳鄰社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,和春風有約管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,文庭雅院管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,金澤公寓大廈管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,大吾疆寶琚社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,定泰經國翫社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,愛在陽明社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,和發LAVIE社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,隱玥八期社區管理負責人,桃園區,,0,,社區,八期,前次彙整(2026-08)
桃園市,,極宸社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,中正旺族管理委員會,桃園區,,0,,其他,中正,前次彙整(2026-08)
桃園市,,台表科大樓管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,青山公寓管理負責人,桃園區,,0,,公寓,,前次彙整(2026-08)
桃園市,,瑜璟芳華社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,奧斯卡社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,自遊人日上區社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,城東大廈社區管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,富馨大樓管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,合輝云朵社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,昭揚君麗社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,民生吉市社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,永安醴社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,琢硯社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,竹城表參道社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,鼎盛天下社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,慈文管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,昭揚無限社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,弘達陶淵管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,學府公園社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,京懋?社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,桃府金鑽社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,名軒夢享家管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,中茂亞太中心管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,福倉禾硯社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,京澄無為大方無隅社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,愛+社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,飛飛想2社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,禮白賞社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,藝文森活社區管理負責人,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,W17商務綜合辦公大樓管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,吉邑晶站社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,印象天裔社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,讀樂樂社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,中悅麗舍花園悅軒社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,璞淘元社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,GOGO樂管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,喬田逸園管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,唯樂之丘社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,向陽明珠社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,遠雄金融中心桃園管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,白馬永安商辦公寓大廈管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,日益和廠辦大樓管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,國泰水秀社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,易德吉荷公寓大廈管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,118管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,昭揚君硯社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,京懋一號社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,金金大樓管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,中路運動家社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,市政潤隆社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,惟恩大樓管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,永安樂居管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,京澄無為上善若水社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,第一大樓管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,川鉅帝寶管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,名嘉清境社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,賓爵生活家管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,樹仁三街楊氏社區管理負責人,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,隱園社區管理負責人,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,武功清秀公寓大廈管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,昭揚CBD經貿中心管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,京璽大樓公寓大廈管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,產台廠辦大樓管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,昭揚君?社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,德友極社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,文中匯社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,商貿中心社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,和美公寓管理負責人,桃園區,,0,,公寓,,前次彙整(2026-08)
桃園市,,十悅社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,光語澍社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,合仰社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,達爾菲二管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,建成福星大樓管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,芳慈大樓管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,明築隱社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,京澄軒朗社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,?大京森社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,威泰官邸豐華社區管理負責人,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,昭揚湛社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,益展涵玥社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,御寶五期管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,昕中城社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,合遠康萊爾美學館社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,合遠康萊爾美樹館社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,山知間社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,大河戀社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,縣府首都管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,桂林明珠管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,忠泰幸社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,大清卓越社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,璟都巴黎社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,幸福匯管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,合輝豐鉑社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,益展不二家社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,印象綠裔公寓大廈管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,玓瓅社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,來亨旺辦公大樓管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,百川凱硯社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,彩雲樓公寓大廈管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,濟弘皇璽社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,全漢製造大樓管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,阜山聚落管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,中正虹庭將相琚社區管理委員會,桃園區,,0,,社區,中正,前次彙整(2026-08)
桃園市,,翫寶龍社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,潤蓬企業有限公司管理負責人,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,國家廣場公寓大廈管理負責人,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,合謙愛瑪市管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,正光澄玉社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,經品翫社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,丰格109社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,福鄉至美社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,雲世代管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,介壽新都管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
桃園市,,今帝大樓管理委員會,桃園區,,0,,大樓,,前次彙整(2026-08)
桃園市,,市府豐華社區管理負責人,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,檜樂集社區管理委員會,桃園區,,0,,社區,,前次彙整(2026-08)
桃園市,,成功冠邸管理委員會,桃園區,,0,,其他,,前次彙整(2026-08)
